Memory (Hex),Owner,Data Name,Data Format,Explanation,Device,Code_Property,Modbus_Register,,,,,,,,
WW01C1,AGVS,AGVS Message # 41,ASCII,6.4.1 AGVS Message Display,AGVS,,104,,,,,,WW,449,WW1C1
WW01C2,AGVS,AGVS Message # 42,ASCII,6.4.1 AGVS Message Display,AGVS,,105,,,,,,WW,450,WW1C2
WW01C3,AGVS,AGVS Message # 43,ASCII,6.4.1 AGVS Message Display,AGVS,,106,,,,,,WW,451,WW1C3
WW01C4,AGVS,AGVS Message # 44,ASCII,6.4.1 AGVS Message Display,AGVS,,107,,,,,,WW,452,WW1C4
WW01C5,AGVS,AGVS Message # 45,ASCII,6.4.1 AGVS Message Display,AGVS,,108,,,,,,WW,453,WW1C5
WW01C6,AGVS,AGVS Message # 46,ASCII,6.4.1 AGVS Message Display,AGVS,,109,,,,,,WW,454,WW1C6
WW01C7,AGVS,AGVS Message # 47,ASCII,6.4.1 AGVS Message Display,AGVS,,110,,,,,,WW,455,WW1C7
WW01C8,AGVS,AGVS Message # 48,ASCII,6.4.1 AGVS Message Display,AGVS,,111,,,,,,WW,456,WW1C8
WW01C9,AGVS,AGVS Message # 49,ASCII,6.4.1 AGVS Message Display,AGVS,,112,,,,,,WW,457,WW1C9
WW01CA,AGVS,AGVS Message # 50,ASCII,6.4.1 AGVS Message Display,AGVS,,113,,,,,,WW,458,WW1CA
WW01CB,AGVS,AGVS Message # 51,ASCII,6.4.1 AGVS Message Display,AGVS,,114,,,,,,WW,459,WW1CB
WW01CC,AGVS,AGVS Message # 52,ASCII,6.4.1 AGVS Message Display,AGVS,,115,,,,,,WW,460,WW1CC
WW01CD,AGVS,AGVS Message # 53,ASCII,6.4.1 AGVS Message Display,AGVS,,116,,,,,,WW,461,WW1CD
WW01CE,AGVS,AGVS Message # 54,ASCII,6.4.1 AGVS Message Display,AGVS,,117,,,,,,WW,462,WW1CE
WW01CF,AGVS,AGVS Message # 55,ASCII,6.4.1 AGVS Message Display,AGVS,,118,,,,,,WW,463,WW1CF
WW01D0,AGVS,AGVS Message # 56,ASCII,6.4.1 AGVS Message Display,AGVS,,119,,,,,,WW,464,WW1D0
WW01D1,AGVS,AGVS Message # 57,ASCII,6.4.1 AGVS Message Display,AGVS,,120,,,,,,WW,465,WW1D1
WW01D2,AGVS,AGVS Message # 58,ASCII,6.4.1 AGVS Message Display,AGVS,,121,,,,,,WW,466,WW1D2
WW01D3,AGVS,AGVS Message # 59,ASCII,6.4.1 AGVS Message Display,AGVS,,122,,,,,,WW,467,WW1D3
WW01D4,AGVS,AGVS Message # 60,ASCII,6.4.1 AGVS Message Display,AGVS,,123,,,,,,WW,468,WW1D4
WW01D5,AGVS,AGVS Message # 61,ASCII,6.4.1 AGVS Message Display,AGVS,,124,,,,,,WW,469,WW1D5
WW01D6,AGVS,AGVS Message # 62,ASCII,6.4.1 AGVS Message Display,AGVS,,125,,,,,,WW,470,WW1D6
WW01D7,AGVS,AGVS Message # 63,ASCII,6.4.1 AGVS Message Display,AGVS,,126,,,,,,WW,471,WW1D7
WW01D8,AGVS,AGVS Message # 64,ASCII,6.4.1 AGVS Message Display,AGVS,,127,,,,,,WW,472,WW1D8
WW01D9,AGVS,AGVS Message # 65,ASCII,6.4.1 AGVS Message Display,AGVS,,128,,,,,,WW,473,WW1D9
WW01DA,AGVS,AGVS Message # 66,ASCII,6.4.1 AGVS Message Display,AGVS,,129,,,,,,WW,474,WW1DA
WW01DB,AGVS,AGVS Message # 67,ASCII,6.4.1 AGVS Message Display,AGVS,,130,,,,,,WW,475,WW1DB
WW01DC,AGVS,AGVS Message # 68,ASCII,6.4.1 AGVS Message Display,AGVS,,131,,,,,,WW,476,WW1DC
WW01DD,AGVS,AGVS Message # 69,ASCII,6.4.1 AGVS Message Display,AGVS,,132,,,,,,WW,477,WW1DD
WW01DE,AGVS,AGVS Message # 70,ASCII,6.4.1 AGVS Message Display,AGVS,,133,,,,,,WW,478,WW1DE
WW01DF,AGVS,AGVS Message # 71,ASCII,6.4.1 AGVS Message Display,AGVS,,134,,,,,,WW,479,WW1DF
WW01E0,AGVS,AGVS Message # 72,ASCII,6.4.1 AGVS Message Display,AGVS,,135,,,,,,WW,480,WW1E0
WW01E1,AGVS,AGVS Message # 73,ASCII,6.4.1 AGVS Message Display,AGVS,,136,,,,,,WW,481,WW1E1
WW01E2,AGVS,AGVS Message # 74,ASCII,6.4.1 AGVS Message Display,AGVS,,137,,,,,,WW,482,WW1E2
WW01E3,AGVS,AGVS Message # 75,ASCII,6.4.1 AGVS Message Display,AGVS,,138,,,,,,WW,483,WW1E3
WW01E4,AGVS,AGVS Message # 76,ASCII,6.4.1 AGVS Message Display,AGVS,,139,,,,,,WW,484,WW1E4
WW01E5,AGVS,AGVS Message # 77,ASCII,6.4.1 AGVS Message Display,AGVS,,140,,,,,,WW,485,WW1E5
WW01E6,AGVS,AGVS Message # 78,ASCII,6.4.1 AGVS Message Display,AGVS,,141,,,,,,WW,486,WW1E6
WW01E7,AGVS,AGVS Message # 79,ASCII,6.4.1 AGVS Message Display,AGVS,,142,,,,,,WW,487,WW1E7
WW01E8,AGVS,AGVS Message # 80,ASCII,6.4.1 AGVS Message Display,AGVS,,143,,,,,,WW,488,WW1E8
WW01E9,AGVS,,,,AGVS,,144,,,,,,WW,489,WW1E9
WW01EA,AGVS,MCS Message Download Index,Binary,6.4.2 MCS Message Display,AGVS,,145,,,,,,WW,490,WW1EA
WW01EB,AGVS,MCS Message # 1,ASCII,6.4.2 MCS Message Display,AGVS,,146,,,,,,WW,491,WW1EB
WW01EC,AGVS,MCS Message # 2,ASCII,6.4.2 MCS Message Display,AGVS,,147,,,,,,WW,492,WW1EC
WW01ED,AGVS,MCS Message # 3,ASCII,6.4.2 MCS Message Display,AGVS,,148,,,,,,WW,493,WW1ED
WW01EE,AGVS,MCS Message # 4,ASCII,6.4.2 MCS Message Display,AGVS,,149,,,,,,WW,494,WW1EE
WW01EF,AGVS,MCS Message # 5,ASCII,6.4.2 MCS Message Display,AGVS,,150,,,,,,WW,495,WW1EF
WW01F0,AGVS,MCS Message # 6,ASCII,6.4.2 MCS Message Display,AGVS,,151,,,,,,WW,496,WW1F0
WW01F1,AGVS,MCS Message # 7,ASCII,6.4.2 MCS Message Display,AGVS,,152,,,,,,WW,497,WW1F1
WW01F2,AGVS,MCS Message # 8,ASCII,6.4.2 MCS Message Display,AGVS,,153,,,,,,WW,498,WW1F2
WW01F3,AGVS,MCS Message # 9,ASCII,6.4.2 MCS Message Display,AGVS,,154,,,,,,WW,499,WW1F3
WW01F4,AGVS,MCS Message # 10,ASCII,6.4.2 MCS Message Display,AGVS,,155,,,,,,WW,500,WW1F4
WW01F5,AGVS,MCS Message # 11,ASCII,6.4.2 MCS Message Display,AGVS,,156,,,,,,WW,501,WW1F5
WW01F6,AGVS,MCS Message # 12,ASCII,6.4.2 MCS Message Display,AGVS,,157,,,,,,WW,502,WW1F6
WW01F7,AGVS,MCS Message # 13,ASCII,6.4.2 MCS Message Display,AGVS,,158,,,,,,WW,503,WW1F7
WW01F8,AGVS,MCS Message # 14,ASCII,6.4.2 MCS Message Display,AGVS,,159,,,,,,WW,504,WW1F8
WW01F9,AGVS,MCS Message # 15,ASCII,6.4.2 MCS Message Display,AGVS,,160,,,,,,WW,505,WW1F9
WW01FA,AGVS,MCS Message # 16,ASCII,6.4.2 MCS Message Display,AGVS,,161,,,,,,WW,506,WW1FA
WW01FB,AGVS,MCS Message # 17,ASCII,6.4.2 MCS Message Display,AGVS,,162,,,,,,WW,507,WW1FB
WW01FC,AGVS,MCS Message # 18,ASCII,6.4.2 MCS Message Display,AGVS,,163,,,,,,WW,508,WW1FC
WW01FD,AGVS,MCS Message # 19,ASCII,6.4.2 MCS Message Display,AGVS,,164,,,,,,WW,509,WW1FD
WW01FE,AGVS,MCS Message # 20,ASCII,6.4.2 MCS Message Display,AGVS,,165,,,,,,WW,510,WW1FE
WW01FF,AGVS,MCS Message # 21,ASCII,6.4.2 MCS Message Display,AGVS,,166,,,,,,WW,511,WW1FF
WW0200,AGVS,MCS Message # 22,ASCII,6.4.2 MCS Message Display,AGVS,,167,,,,,,WW,512,WW200
WW0201,AGVS,MCS Message # 23,ASCII,6.4.2 MCS Message Display,AGVS,,168,,,,,,WW,513,WW201
WW0202,AGVS,MCS Message # 24,ASCII,6.4.2 MCS Message Display,AGVS,,169,,,,,,WW,514,WW202
WW0203,AGVS,MCS Message # 25,ASCII,6.4.2 MCS Message Display,AGVS,,170,,,,,,WW,515,WW203
WW0204,AGVS,MCS Message # 26,ASCII,6.4.2 MCS Message Display,AGVS,,171,,,,,,WW,516,WW204
WW0205,AGVS,MCS Message # 27,ASCII,6.4.2 MCS Message Display,AGVS,,172,,,,,,WW,517,WW205
WW0206,AGVS,MCS Message # 28,ASCII,6.4.2 MCS Message Display,AGVS,,173,,,,,,WW,518,WW206
WW0207,AGVS,MCS Message # 29,ASCII,6.4.2 MCS Message Display,AGVS,,174,,,,,,WW,519,WW207
WW0208,AGVS,MCS Message # 30,ASCII,6.4.2 MCS Message Display,AGVS,,175,,,,,,WW,520,WW208
WW0209,AGVS,MCS Message # 31,ASCII,6.4.2 MCS Message Display,AGVS,,176,,,,,,WW,521,WW209
WW020A,AGVS,MCS Message # 32,ASCII,6.4.2 MCS Message Display,AGVS,,177,,,,,,WW,522,WW20A
WW020B,AGVS,MCS Message # 33,ASCII,6.4.2 MCS Message Display,AGVS,,178,,,,,,WW,523,WW20B
WW020C,AGVS,MCS Message # 34,ASCII,6.4.2 MCS Message Display,AGVS,,179,,,,,,WW,524,WW20C
WW020D,AGVS,MCS Message # 35,ASCII,6.4.2 MCS Message Display,AGVS,,180,,,,,,WW,525,WW20D
WW020E,AGVS,MCS Message # 36,ASCII,6.4.2 MCS Message Display,AGVS,,181,,,,,,WW,526,WW20E
WW020F,AGVS,MCS Message # 37,ASCII,6.4.2 MCS Message Display,AGVS,,182,,,,,,WW,527,WW20F
WW0210,AGVS,MCS Message # 38,ASCII,6.4.2 MCS Message Display,AGVS,,183,,,,,,WW,528,WW210
WW0211,AGVS,MCS Message # 39,ASCII,6.4.2 MCS Message Display,AGVS,,184,,,,,,WW,529,WW211
WW0212,AGVS,MCS Message # 40,ASCII,6.4.2 MCS Message Display,AGVS,,185,,,,,,WW,530,WW212
WW0213,AGVS,MCS Message # 41,ASCII,6.4.2 MCS Message Display,AGVS,,186,,,,,,WW,531,WW213
WW0214,AGVS,MCS Message # 42,ASCII,6.4.2 MCS Message Display,AGVS,,187,,,,,,WW,532,WW214
WW0215,AGVS,MCS Message # 43,ASCII,6.4.2 MCS Message Display,AGVS,,188,,,,,,WW,533,WW215
WW0216,AGVS,MCS Message # 44,ASCII,6.4.2 MCS Message Display,AGVS,,189,,,,,,WW,534,WW216
WW0217,AGVS,MCS Message # 45,ASCII,6.4.2 MCS Message Display,AGVS,,190,,,,,,WW,535,WW217
WW0218,AGVS,MCS Message # 46,ASCII,6.4.2 MCS Message Display,AGVS,,191,,,,,,WW,536,WW218
WW0219,AGVS,MCS Message # 47,ASCII,6.4.2 MCS Message Display,AGVS,,192,,,,,,WW,537,WW219
WW021A,AGVS,MCS Message # 48,ASCII,6.4.2 MCS Message Display,AGVS,,193,,,,,,WW,538,WW21A
WW021B,AGVS,MCS Message # 49,ASCII,6.4.2 MCS Message Display,AGVS,,194,,,,,,WW,539,WW21B
WW021C,AGVS,MCS Message # 50,ASCII,6.4.2 MCS Message Display,AGVS,,195,,,,,,WW,540,WW21C
WW021D,AGVS,MCS Message # 51,ASCII,6.4.2 MCS Message Display,AGVS,,196,,,,,,WW,541,WW21D
WW021E,AGVS,MCS Message # 52,ASCII,6.4.2 MCS Message Display,AGVS,,197,,,,,,WW,542,WW21E
WW021F,AGVS,MCS Message # 53,ASCII,6.4.2 MCS Message Display,AGVS,,198,,,,,,WW,543,WW21F
WW0220,AGVS,MCS Message # 54,ASCII,6.4.2 MCS Message Display,AGVS,,199,,,,,,WW,544,WW220
WW0221,AGVS,MCS Message # 55,ASCII,6.4.2 MCS Message Display,AGVS,,200,,,,,,WW,545,WW221
WW0222,AGVS,MCS Message # 56,ASCII,6.4.2 MCS Message Display,AGVS,,201,,,,,,WW,546,WW222
WW0223,AGVS,MCS Message # 57,ASCII,6.4.2 MCS Message Display,AGVS,,202,,,,,,WW,547,WW223
WW0224,AGVS,MCS Message # 58,ASCII,6.4.2 MCS Message Display,AGVS,,203,,,,,,WW,548,WW224
WW0225,AGVS,MCS Message # 59,ASCII,6.4.2 MCS Message Display,AGVS,,204,,,,,,WW,549,WW225
WW0226,AGVS,MCS Message # 60,ASCII,6.4.2 MCS Message Display,AGVS,,205,,,,,,WW,550,WW226
WW0227,AGVS,MCS Message # 61,ASCII,6.4.2 MCS Message Display,AGVS,,206,,,,,,WW,551,WW227
WW0228,AGVS,MCS Message # 62,ASCII,6.4.2 MCS Message Display,AGVS,,207,,,,,,WW,552,WW228
WW0229,AGVS,MCS Message # 63,ASCII,6.4.2 MCS Message Display,AGVS,,208,,,,,,WW,553,WW229
WW022A,AGVS,MCS Message # 64,ASCII,6.4.2 MCS Message Display,AGVS,,209,,,,,,WW,554,WW22A
WW022B,AGVS,MCS Message # 65,ASCII,6.4.2 MCS Message Display,AGVS,,210,,,,,,WW,555,WW22B
WW022C,AGVS,MCS Message # 66,ASCII,6.4.2 MCS Message Display,AGVS,,211,,,,,,WW,556,WW22C
WW022D,AGVS,MCS Message # 67,ASCII,6.4.2 MCS Message Display,AGVS,,212,,,,,,WW,557,WW22D
WW022E,AGVS,MCS Message # 68,ASCII,6.4.2 MCS Message Display,AGVS,,213,,,,,,WW,558,WW22E
WW022F,AGVS,MCS Message # 69,ASCII,6.4.2 MCS Message Display,AGVS,,214,,,,,,WW,559,WW22F
WW0230,AGVS,MCS Message # 70,ASCII,6.4.2 MCS Message Display,AGVS,,215,,,,,,WW,560,WW230
WW0231,AGVS,MCS Message # 71,ASCII,6.4.2 MCS Message Display,AGVS,,216,,,,,,WW,561,WW231
WW0232,AGVS,MCS Message # 72,ASCII,6.4.2 MCS Message Display,AGVS,,217,,,,,,WW,562,WW232
WW0233,AGVS,MCS Message # 73,ASCII,6.4.2 MCS Message Display,AGVS,,218,,,,,,WW,563,WW233
WW0234,AGVS,MCS Message # 74,ASCII,6.4.2 MCS Message Display,AGVS,,219,,,,,,WW,564,WW234
WW0235,AGVS,MCS Message # 75,ASCII,6.4.2 MCS Message Display,AGVS,,220,,,,,,WW,565,WW235
WW0236,AGVS,MCS Message # 76,ASCII,6.4.2 MCS Message Display,AGVS,,221,,,,,,WW,566,WW236
WW0237,AGVS,MCS Message # 77,ASCII,6.4.2 MCS Message Display,AGVS,,222,,,,,,WW,567,WW237
WW0238,AGVS,MCS Message # 78,ASCII,6.4.2 MCS Message Display,AGVS,,223,,,,,,WW,568,WW238
WW0239,AGVS,MCS Message # 79,ASCII,6.4.2 MCS Message Display,AGVS,,224,,,,,,WW,569,WW239
WW023A,AGVS,MCS Message # 80,ASCII,6.4.2 MCS Message Display,AGVS,,225,,,,,,WW,570,WW23A
WW023B,AGVS,MCS Message # 81,ASCII,6.4.2 MCS Message Display,AGVS,,226,,,,,,WW,571,WW23B
WW023C,AGVS,MCS Message # 82,ASCII,6.4.2 MCS Message Display,AGVS,,227,,,,,,WW,572,WW23C
WW023D,AGVS,MCS Message # 83,ASCII,6.4.2 MCS Message Display,AGVS,,228,,,,,,WW,573,WW23D
WW023E,AGVS,MCS Message # 84,ASCII,6.4.2 MCS Message Display,AGVS,,229,,,,,,WW,574,WW23E
WW023F,AGVS,MCS Message # 85,ASCII,6.4.2 MCS Message Display,AGVS,,230,,,,,,WW,575,WW23F
WW0240,AGVS,MCS Message # 86,ASCII,6.4.2 MCS Message Display,AGVS,,231,,,,,,WW,576,WW240
WW0241,AGVS,MCS Message # 87,ASCII,6.4.2 MCS Message Display,AGVS,,232,,,,,,WW,577,WW241
WW0242,AGVS,MCS Message # 88,ASCII,6.4.2 MCS Message Display,AGVS,,233,,,,,,WW,578,WW242
WW0243,AGVS,MCS Message # 89,ASCII,6.4.2 MCS Message Display,AGVS,,234,,,,,,WW,579,WW243
WW0244,AGVS,MCS Message # 90,ASCII,6.4.2 MCS Message Display,AGVS,,235,,,,,,WW,580,WW244
WW0245,AGVS,MCS Message # 91,ASCII,6.4.2 MCS Message Display,AGVS,,236,,,,,,WW,581,WW245
WW0246,AGVS,MCS Message # 92,ASCII,6.4.2 MCS Message Display,AGVS,,237,,,,,,WW,582,WW246
WW0247,AGVS,MCS Message # 93,ASCII,6.4.2 MCS Message Display,AGVS,,238,,,,,,WW,583,WW247
WW0248,AGVS,MCS Message # 94,ASCII,6.4.2 MCS Message Display,AGVS,,239,,,,,,WW,584,WW248
WW0249,AGVS,MCS Message # 95,ASCII,6.4.2 MCS Message Display,AGVS,,240,,,,,,WW,585,WW249
WW024A,AGVS,MCS Message # 96,ASCII,6.4.2 MCS Message Display,AGVS,,241,,,,,,WW,586,WW24A
WW024B,AGVS,MCS Message # 97,ASCII,6.4.2 MCS Message Display,AGVS,,242,,,,,,WW,587,WW24B
WW024C,AGVS,MCS Message # 98,ASCII,6.4.2 MCS Message Display,AGVS,,243,,,,,,WW,588,WW24C
WW024D,AGVS,MCS Message # 99,ASCII,6.4.2 MCS Message Display,AGVS,,244,,,,,,WW,589,WW24D
WW024E,AGVS,MCS Message # 100,ASCII,6.4.2 MCS Message Display,AGVS,,245,,,,,,WW,590,WW24E
WW024F,AGVS,,,,AGVS,,,,,,,,WW,591,WW24F
WW0250,AGVS,,,,AGVS,,,,,,,,WW,592,WW250
WW0251,AGVS,,,,AGVS,,,,,,,,WW,593,WW251
WW0252,AGVS,,,,AGVS,,,,,,,,WW,594,WW252
WW0253,AGVS,,,,AGVS,,,,,,,,WW,595,WW253
WW0254,AGVS,,,,AGVS,,,,,,,,WW,596,WW254
WW0255,AGVS,,,,AGVS,,,,,,,,WW,597,WW255
WW0256,AGVS,,,,AGVS,,,,,,,,WW,598,WW256
WW0257,AGVS,,,,AGVS,,,,,,,,WW,599,WW257
WW0258,AGVS,Interface Clock ,Binary,6.1 Alive Check,AGVS,,55,,,,,,WW,600,WW258
WW0259,AGVS,,,,,,56,,,,,,WW,601,WW259
WW025A,AGVS,Port1 - Port Mode Status Request,Binary,7.6 Port Mode Change Request,PORT1,,57,,,,,,WW,602,WW25A
WW025B,AGVS,Port2 - Port Mode Status Request,Binary,7.6 Port Mode Change Request,PORT2,,58,,,,,,WW,603,WW25B
WW025C,AGVS,,,,,,59,,,,,,WW,604,WW25C
WW025D,AGVS,,,,,,60,,,,,,WW,605,WW25D
WW025E,AGVS,AGVS Message Download Index,Binary,6.4.1 AGVS Message Display,AGVS,,61,,,,,,WW,606,WW25E
WW025F,AGVS,Trigger Equipment,Binary,6.4.1 AGVS Message Display,AGVS,,62,,,,,,WW,607,WW25F
WW0260,AGVS,Buzzer Flag,Binary,6.4.1 AGVS Message Display,AGVS,,63,,,,,,WW,608,WW260
WW0261,AGVS,AGVS Message # 1,ASCII,6.4.1 AGVS Message Display,AGVS,,64,,,,,,WW,609,WW261
WW0262,AGVS,AGVS Message # 2,ASCII,6.4.1 AGVS Message Display,AGVS,,65,,,,,,WW,610,WW262
WW0263,AGVS,AGVS Message # 3,ASCII,6.4.1 AGVS Message Display,AGVS,,66,,,,,,WW,611,WW263
WW0264,AGVS,AGVS Message # 4,ASCII,6.4.1 AGVS Message Display,AGVS,,67,,,,,,WW,612,WW264
WW0265,AGVS,AGVS Message # 5,ASCII,6.4.1 AGVS Message Display,AGVS,,68,,,,,,WW,613,WW265
WW0266,AGVS,AGVS Message # 6,ASCII,6.4.1 AGVS Message Display,AGVS,,69,,,,,,WW,614,WW266
WW0267,AGVS,AGVS Message # 7,ASCII,6.4.1 AGVS Message Display,AGVS,,70,,,,,,WW,615,WW267
WW0268,AGVS,AGVS Message # 8,ASCII,6.4.1 AGVS Message Display,AGVS,,71,,,,,,WW,616,WW268
WW0269,AGVS,AGVS Message # 9,ASCII,6.4.1 AGVS Message Display,AGVS,,72,,,,,,WW,617,WW269
WW026A,AGVS,AGVS Message # 10,ASCII,6.4.1 AGVS Message Display,AGVS,,73,,,,,,WW,618,WW26A
WW026B,AGVS,AGVS Message # 11,ASCII,6.4.1 AGVS Message Display,AGVS,,74,,,,,,WW,619,WW26B
WW026C,AGVS,AGVS Message # 12,ASCII,6.4.1 AGVS Message Display,AGVS,,75,,,,,,WW,620,WW26C
WW026D,AGVS,AGVS Message # 13,ASCII,6.4.1 AGVS Message Display,AGVS,,76,,,,,,WW,621,WW26D
WW026E,AGVS,AGVS Message # 14,ASCII,6.4.1 AGVS Message Display,AGVS,,77,,,,,,WW,622,WW26E
WW026F,AGVS,AGVS Message # 15,ASCII,6.4.1 AGVS Message Display,AGVS,,78,,,,,,WW,623,WW26F
WW0270,AGVS,AGVS Message # 16,ASCII,6.4.1 AGVS Message Display,AGVS,,79,,,,,,WW,624,WW270
WW0271,AGVS,AGVS Message # 17,ASCII,6.4.1 AGVS Message Display,AGVS,,80,,,,,,WW,625,WW271
WW0272,AGVS,AGVS Message # 18,ASCII,6.4.1 AGVS Message Display,AGVS,,81,,,,,,WW,626,WW272
WW0273,AGVS,AGVS Message # 19,ASCII,6.4.1 AGVS Message Display,AGVS,,82,,,,,,WW,627,WW273
WW0274,AGVS,AGVS Message # 20,ASCII,6.4.1 AGVS Message Display,AGVS,,83,,,,,,WW,628,WW274
WW0275,AGVS,AGVS Message # 21,ASCII,6.4.1 AGVS Message Display,AGVS,,84,,,,,,WW,629,WW275
WW0276,AGVS,AGVS Message # 22,ASCII,6.4.1 AGVS Message Display,AGVS,,85,,,,,,WW,630,WW276
WW0277,AGVS,AGVS Message # 23,ASCII,6.4.1 AGVS Message Display,AGVS,,86,,,,,,WW,631,WW277
WW0278,AGVS,AGVS Message # 24,ASCII,6.4.1 AGVS Message Display,AGVS,,87,,,,,,WW,632,WW278
WW0279,AGVS,AGVS Message # 25,ASCII,6.4.1 AGVS Message Display,AGVS,,88,,,,,,WW,633,WW279
WW027A,AGVS,AGVS Message # 26,ASCII,6.4.1 AGVS Message Display,AGVS,,89,,,,,,WW,634,WW27A
WW027B,AGVS,AGVS Message # 27,ASCII,6.4.1 AGVS Message Display,AGVS,,90,,,,,,WW,635,WW27B
WW027C,AGVS,AGVS Message # 28,ASCII,6.4.1 AGVS Message Display,AGVS,,91,,,,,,WW,636,WW27C
WW027D,AGVS,AGVS Message # 29,ASCII,6.4.1 AGVS Message Display,AGVS,,92,,,,,,WW,637,WW27D
WW027E,AGVS,AGVS Message # 30,ASCII,6.4.1 AGVS Message Display,AGVS,,93,,,,,,WW,638,WW27E
WW027F,AGVS,AGVS Message # 31,ASCII,6.4.1 AGVS Message Display,AGVS,,94,,,,,,WW,639,WW27F
WW0280,AGVS,AGVS Message # 32,ASCII,6.4.1 AGVS Message Display,AGVS,,95,,,,,,WW,640,WW280
WW0281,AGVS,AGVS Message # 33,ASCII,6.4.1 AGVS Message Display,AGVS,,96,,,,,,WW,641,WW281
WW0282,AGVS,AGVS Message # 34,ASCII,6.4.1 AGVS Message Display,AGVS,,97,,,,,,WW,642,WW282
WW0283,AGVS,AGVS Message # 35,ASCII,6.4.1 AGVS Message Display,AGVS,,98,,,,,,WW,643,WW283
WW0284,AGVS,AGVS Message # 36,ASCII,6.4.1 AGVS Message Display,AGVS,,99,,,,,,WW,644,WW284
WW0285,AGVS,AGVS Message # 37,ASCII,6.4.1 AGVS Message Display,AGVS,,100,,,,,,WW,645,WW285
WW0286,AGVS,AGVS Message # 38,ASCII,6.4.1 AGVS Message Display,AGVS,,101,,,,,,WW,646,WW286
WW0287,AGVS,AGVS Message # 39,ASCII,6.4.1 AGVS Message Display,AGVS,,102,,,,,,WW,647,WW287
WW0288,AGVS,AGVS Message # 40,ASCII,6.4.1 AGVS Message Display,AGVS,,103,,,,,,WW,648,WW288
WW0289,AGVS,AGVS Message # 41,ASCII,6.4.1 AGVS Message Display,AGVS,,104,,,,,,WW,649,WW289
WW028A,AGVS,AGVS Message # 42,ASCII,6.4.1 AGVS Message Display,AGVS,,105,,,,,,WW,650,WW28A
WW028B,AGVS,AGVS Message # 43,ASCII,6.4.1 AGVS Message Display,AGVS,,106,,,,,,WW,651,WW28B
WW028C,AGVS,AGVS Message # 44,ASCII,6.4.1 AGVS Message Display,AGVS,,107,,,,,,WW,652,WW28C
WW028D,AGVS,AGVS Message # 45,ASCII,6.4.1 AGVS Message Display,AGVS,,108,,,,,,WW,653,WW28D
WW028E,AGVS,AGVS Message # 46,ASCII,6.4.1 AGVS Message Display,AGVS,,109,,,,,,WW,654,WW28E
WW028F,AGVS,AGVS Message # 47,ASCII,6.4.1 AGVS Message Display,AGVS,,110,,,,,,WW,655,WW28F
WW0290,AGVS,AGVS Message # 48,ASCII,6.4.1 AGVS Message Display,AGVS,,111,,,,,,WW,656,WW290
WW0291,AGVS,AGVS Message # 49,ASCII,6.4.1 AGVS Message Display,AGVS,,112,,,,,,WW,657,WW291
WW0292,AGVS,AGVS Message # 50,ASCII,6.4.1 AGVS Message Display,AGVS,,113,,,,,,WW,658,WW292
WW0293,AGVS,AGVS Message # 51,ASCII,6.4.1 AGVS Message Display,AGVS,,114,,,,,,WW,659,WW293
WW0294,AGVS,AGVS Message # 52,ASCII,6.4.1 AGVS Message Display,AGVS,,115,,,,,,WW,660,WW294
WW0295,AGVS,AGVS Message # 53,ASCII,6.4.1 AGVS Message Display,AGVS,,116,,,,,,WW,661,WW295
WW0296,AGVS,AGVS Message # 54,ASCII,6.4.1 AGVS Message Display,AGVS,,117,,,,,,WW,662,WW296
WW0297,AGVS,AGVS Message # 55,ASCII,6.4.1 AGVS Message Display,AGVS,,118,,,,,,WW,663,WW297
WW0298,AGVS,AGVS Message # 56,ASCII,6.4.1 AGVS Message Display,AGVS,,119,,,,,,WW,664,WW298
WW0299,AGVS,AGVS Message # 57,ASCII,6.4.1 AGVS Message Display,AGVS,,120,,,,,,WW,665,WW299
WW029A,AGVS,AGVS Message # 58,ASCII,6.4.1 AGVS Message Display,AGVS,,121,,,,,,WW,666,WW29A
WW029B,AGVS,AGVS Message # 59,ASCII,6.4.1 AGVS Message Display,AGVS,,122,,,,,,WW,667,WW29B
WW029C,AGVS,AGVS Message # 60,ASCII,6.4.1 AGVS Message Display,AGVS,,123,,,,,,WW,668,WW29C
WW029D,AGVS,AGVS Message # 61,ASCII,6.4.1 AGVS Message Display,AGVS,,124,,,,,,WW,669,WW29D
WW029E,AGVS,AGVS Message # 62,ASCII,6.4.1 AGVS Message Display,AGVS,,125,,,,,,WW,670,WW29E
WW029F,AGVS,AGVS Message # 63,ASCII,6.4.1 AGVS Message Display,AGVS,,126,,,,,,WW,671,WW29F
WW02A0,AGVS,AGVS Message # 64,ASCII,6.4.1 AGVS Message Display,AGVS,,127,,,,,,WW,672,WW2A0
WW02A1,AGVS,AGVS Message # 65,ASCII,6.4.1 AGVS Message Display,AGVS,,128,,,,,,WW,673,WW2A1
WW02A2,AGVS,AGVS Message # 66,ASCII,6.4.1 AGVS Message Display,AGVS,,129,,,,,,WW,674,WW2A2
WW02A3,AGVS,AGVS Message # 67,ASCII,6.4.1 AGVS Message Display,AGVS,,130,,,,,,WW,675,WW2A3
WW02A4,AGVS,AGVS Message # 68,ASCII,6.4.1 AGVS Message Display,AGVS,,131,,,,,,WW,676,WW2A4
WW02A5,AGVS,AGVS Message # 69,ASCII,6.4.1 AGVS Message Display,AGVS,,132,,,,,,WW,677,WW2A5
