Memory (Hex),Owner,Data Name,Data Format,Explanation,Device,Code_Property,Modbus_Register,EQ_NAME,,,,,,,
WW0028F,AGVS,MCS Message # 53,ASCII,6.4.2 MCS Message Display,AGVS,,198,TS_2_2,,,,,WW00,655,WW0028F
WW00290,AGVS,MCS Message # 54,ASCII,6.4.2 MCS Message Display,AGVS,,199,TS_2_2,,,,,WW00,656,WW00290
WW00291,AGVS,MCS Message # 55,ASCII,6.4.2 MCS Message Display,AGVS,,200,TS_2_2,,,,,WW00,657,WW00291
WW00292,AGVS,MCS Message # 56,ASCII,6.4.2 MCS Message Display,AGVS,,201,TS_2_2,,,,,WW00,658,WW00292
WW00293,AGVS,MCS Message # 57,ASCII,6.4.2 MCS Message Display,AGVS,,202,TS_2_2,,,,,WW00,659,WW00293
WW00294,AGVS,MCS Message # 58,ASCII,6.4.2 MCS Message Display,AGVS,,203,TS_2_2,,,,,WW00,660,WW00294
WW00295,AGVS,MCS Message # 59,ASCII,6.4.2 MCS Message Display,AGVS,,204,TS_2_2,,,,,WW00,661,WW00295
WW00296,AGVS,MCS Message # 60,ASCII,6.4.2 MCS Message Display,AGVS,,205,TS_2_2,,,,,WW00,662,WW00296
WW00297,AGVS,MCS Message # 61,ASCII,6.4.2 MCS Message Display,AGVS,,206,TS_2_2,,,,,WW00,663,WW00297
WW00298,AGVS,MCS Message # 62,ASCII,6.4.2 MCS Message Display,AGVS,,207,TS_2_2,,,,,WW00,664,WW00298
WW00299,AGVS,MCS Message # 63,ASCII,6.4.2 MCS Message Display,AGVS,,208,TS_2_2,,,,,WW00,665,WW00299
WW0029A,AGVS,MCS Message # 64,ASCII,6.4.2 MCS Message Display,AGVS,,209,TS_2_2,,,,,WW00,666,WW0029A
WW0029B,AGVS,MCS Message # 65,ASCII,6.4.2 MCS Message Display,AGVS,,210,TS_2_2,,,,,WW00,667,WW0029B
WW0029C,AGVS,MCS Message # 66,ASCII,6.4.2 MCS Message Display,AGVS,,211,TS_2_2,,,,,WW00,668,WW0029C
WW0029D,AGVS,MCS Message # 67,ASCII,6.4.2 MCS Message Display,AGVS,,212,TS_2_2,,,,,WW00,669,WW0029D
WW0029E,AGVS,MCS Message # 68,ASCII,6.4.2 MCS Message Display,AGVS,,213,TS_2_2,,,,,WW00,670,WW0029E
WW0029F,AGVS,MCS Message # 69,ASCII,6.4.2 MCS Message Display,AGVS,,214,TS_2_2,,,,,WW00,671,WW0029F
WW002A0,AGVS,MCS Message # 70,ASCII,6.4.2 MCS Message Display,AGVS,,215,TS_2_2,,,,,WW00,672,WW002A0
WW002A1,AGVS,MCS Message # 71,ASCII,6.4.2 MCS Message Display,AGVS,,216,TS_2_2,,,,,WW00,673,WW002A1
WW002A2,AGVS,MCS Message # 72,ASCII,6.4.2 MCS Message Display,AGVS,,217,TS_2_2,,,,,WW00,674,WW002A2
WW002A3,AGVS,MCS Message # 73,ASCII,6.4.2 MCS Message Display,AGVS,,218,TS_2_2,,,,,WW00,675,WW002A3
WW002A4,AGVS,MCS Message # 74,ASCII,6.4.2 MCS Message Display,AGVS,,219,TS_2_2,,,,,WW00,676,WW002A4
WW002A5,AGVS,MCS Message # 75,ASCII,6.4.2 MCS Message Display,AGVS,,220,TS_2_2,,,,,WW00,677,WW002A5
WW002A6,AGVS,MCS Message # 76,ASCII,6.4.2 MCS Message Display,AGVS,,221,TS_2_2,,,,,WW00,678,WW002A6
WW002A7,AGVS,MCS Message # 77,ASCII,6.4.2 MCS Message Display,AGVS,,222,TS_2_2,,,,,WW00,679,WW002A7
WW002A8,AGVS,MCS Message # 78,ASCII,6.4.2 MCS Message Display,AGVS,,223,TS_2_2,,,,,WW00,680,WW002A8
WW002A9,AGVS,MCS Message # 79,ASCII,6.4.2 MCS Message Display,AGVS,,224,TS_2_2,,,,,WW00,681,WW002A9
WW002AA,AGVS,MCS Message # 80,ASCII,6.4.2 MCS Message Display,AGVS,,225,TS_2_2,,,,,WW00,682,WW002AA
WW002AB,AGVS,MCS Message # 81,ASCII,6.4.2 MCS Message Display,AGVS,,226,TS_2_2,,,,,WW00,683,WW002AB
WW002AC,AGVS,MCS Message # 82,ASCII,6.4.2 MCS Message Display,AGVS,,227,TS_2_2,,,,,WW00,684,WW002AC
WW002AD,AGVS,MCS Message # 83,ASCII,6.4.2 MCS Message Display,AGVS,,228,TS_2_2,,,,,WW00,685,WW002AD
WW002AE,AGVS,MCS Message # 84,ASCII,6.4.2 MCS Message Display,AGVS,,229,TS_2_2,,,,,WW00,686,WW002AE
WW002AF,AGVS,MCS Message # 85,ASCII,6.4.2 MCS Message Display,AGVS,,230,TS_2_2,,,,,WW00,687,WW002AF
WW002B0,AGVS,MCS Message # 86,ASCII,6.4.2 MCS Message Display,AGVS,,231,TS_2_2,,,,,WW00,688,WW002B0
WW002B1,AGVS,MCS Message # 87,ASCII,6.4.2 MCS Message Display,AGVS,,232,TS_2_2,,,,,WW00,689,WW002B1
WW002B2,AGVS,MCS Message # 88,ASCII,6.4.2 MCS Message Display,AGVS,,233,TS_2_2,,,,,WW00,690,WW002B2
WW002B3,AGVS,MCS Message # 89,ASCII,6.4.2 MCS Message Display,AGVS,,234,TS_2_2,,,,,WW00,691,WW002B3
WW002B4,AGVS,MCS Message # 90,ASCII,6.4.2 MCS Message Display,AGVS,,235,TS_2_2,,,,,WW00,692,WW002B4
WW002B5,AGVS,MCS Message # 91,ASCII,6.4.2 MCS Message Display,AGVS,,236,TS_2_2,,,,,WW00,693,WW002B5
WW002B6,AGVS,MCS Message # 92,ASCII,6.4.2 MCS Message Display,AGVS,,237,TS_2_2,,,,,WW00,694,WW002B6
WW002B7,AGVS,MCS Message # 93,ASCII,6.4.2 MCS Message Display,AGVS,,238,TS_2_2,,,,,WW00,695,WW002B7
WW002B8,AGVS,MCS Message # 94,ASCII,6.4.2 MCS Message Display,AGVS,,239,TS_2_2,,,,,WW00,696,WW002B8
WW002B9,AGVS,MCS Message # 95,ASCII,6.4.2 MCS Message Display,AGVS,,240,TS_2_2,,,,,WW00,697,WW002B9
WW002BA,AGVS,MCS Message # 96,ASCII,6.4.2 MCS Message Display,AGVS,,241,TS_2_2,,,,,WW00,698,WW002BA
WW002BB,AGVS,MCS Message # 97,ASCII,6.4.2 MCS Message Display,AGVS,,242,TS_2_2,,,,,WW00,699,WW002BB
WW002BC,AGVS,MCS Message # 98,ASCII,6.4.2 MCS Message Display,AGVS,,243,TS_2_2,,,,,WW00,700,WW002BC
WW002BD,AGVS,MCS Message # 99,ASCII,6.4.2 MCS Message Display,AGVS,,244,TS_2_2,,,,,WW00,701,WW002BD
WW002BE,AGVS,MCS Message # 100,ASCII,6.4.2 MCS Message Display,AGVS,,245,TS_2_2,,,,,WW00,702,WW002BE
WW002BF,AGVS,,,,AGVS,,,TS_2_2,,,,,WW00,703,WW002BF
WW002C0,AGVS,,,,AGVS,,,TS_2_2,,,,,WW00,704,WW002C0
WW002C1,AGVS,,,,AGVS,,,TS_2_2,,,,,WW00,705,WW002C1
WW002C2,AGVS,,,,AGVS,,,TS_2_2,,,,,WW00,706,WW002C2
WW002C3,AGVS,,,,AGVS,,,TS_2_2,,,,,WW00,707,WW002C3
WW002C4,AGVS,,,,AGVS,,,TS_2_2,,,,,WW00,708,WW002C4
WW002C5,AGVS,,,,AGVS,,,TS_2_2,,,,,WW00,709,WW002C5
WW002C6,AGVS,,,,AGVS,,,TS_2_2,,,,,WW00,710,WW002C6
WW002C7,AGVS,,,,AGVS,,,TS_2_2,,,,,WW00,711,WW002C7
WW002C8,AGVS,,,,AGVS,,,TS_2_2,,,,,WW00,712,WW002C8
WW002C9,AGVS,,,,AGVS,,,TS_2_2,,,,,WW00,713,WW002C9
WW002CA,AGVS,,,,AGVS,,,TS_2_2,,,,,WW00,714,WW002CA
WW002CB,AGVS,,,,AGVS,,,TS_2_2,,,,,WW00,715,WW002CB
WW002CC,AGVS,,,,AGVS,,,TS_2_2,,,,,WW00,716,WW002CC
WW002CD,AGVS,,,,AGVS,,,TS_2_2,,,,,WW00,717,WW002CD
WW002CE,AGVS,,,,AGVS,,,TS_2_2,,,,,WW00,718,WW002CE
WW002CF,AGVS,,,,AGVS,,,TS_2_2,,,,,WW00,719,WW002CF
WW002D0,AGVS,,,,AGVS,,,TS_2_2,,,,,WW00,720,WW002D0
WW002D1,AGVS,,,,AGVS,,,TS_2_2,,,,,WW00,721,WW002D1
WW002D2,AGVS,,,,AGVS,,,TS_2_2,,,,,WW00,722,WW002D2
WW002D3,AGVS,,,,AGVS,,,TS_2_2,,,,,WW00,723,WW002D3
WW002D4,AGVS,,,,AGVS,,,TS_2_2,,,,,WW00,724,WW002D4
WW002D5,AGVS,,,,AGVS,,,TS_2_2,,,,,WW00,725,WW002D5
WW002D6,AGVS,,,,AGVS,,,TS_2_2,,,,,WW00,726,WW002D6
WW002D7,AGVS,,,,AGVS,,,TS_2_2,,,,,WW00,727,WW002D7
WW002D8,AGVS,,,,AGVS,,,TS_2_2,,,,,WW00,728,WW002D8
WW002D9,AGVS,,,,AGVS,,,TS_2_2,,,,,WW00,729,WW002D9
WW002DA,AGVS,,,,AGVS,,,TS_2_2,,,,,WW00,730,WW002DA
WW002DB,AGVS,,,,AGVS,,,TS_2_2,,,,,WW00,731,WW002DB
WW002DC,AGVS,,,,AGVS,,,TS_2_2,,,,,WW00,732,WW002DC
WW002DD,AGVS,,,,AGVS,,,TS_2_2,,,,,WW00,733,WW002DD
WW002DE,AGVS,,,,AGVS,,,TS_2_2,,,,,WW00,734,WW002DE
WW002DF,AGVS,,,,AGVS,,,TS_2_2,,,,,WW00,735,WW002DF
WW002E0,AGVS,,,,AGVS,,,TS_2_2,,,,,WW00,736,WW002E0
WW002E1,AGVS,,,,AGVS,,,TS_2_2,,,,,WW00,737,WW002E1
WW002E2,AGVS,,,,AGVS,,,TS_2_2,,,,,WW00,738,WW002E2
WW002E3,AGVS,,,,AGVS,,,TS_2_2,,,,,WW00,739,WW002E3
WW002E4,AGVS,,,,AGVS,,,TS_2_2,,,,,WW00,740,WW002E4
WW002E5,AGVS,,,,AGVS,,,TS_2_2,,,,,WW00,741,WW002E5
WW002E6,AGVS,,,,AGVS,,,TS_2_2,,,,,WW00,742,WW002E6
WW002E7,AGVS,,,,AGVS,,,TS_2_2,,,,,WW00,743,WW002E7
WW002E8,AGVS,,,,AGVS,,,TS_2_2,,,,,WW00,744,WW002E8
WW002E9,AGVS,,,,AGVS,,,TS_2_2,,,,,WW00,745,WW002E9
WW002EA,AGVS,,,,AGVS,,,TS_2_2,,,,,WW00,746,WW002EA
WW002EB,AGVS,,,,AGVS,,,TS_2_2,,,,,WW00,747,WW002EB
WW002EC,AGVS,,,,AGVS,,,TS_2_2,,,,,WW00,748,WW002EC
WW002ED,AGVS,,,,AGVS,,,TS_2_2,,,,,WW00,749,WW002ED
WW002EE,AGVS,,,,AGVS,,,TS_2_2,,,,,WW00,750,WW002EE
WW002EF,AGVS,,,,AGVS,,,TS_2_2,,,,,WW00,751,WW002EF
WW002F0,AGVS,,,,AGVS,,,TS_2_2,,,,,WW00,752,WW002F0
WW002F1,AGVS,,,,AGVS,,,TS_2_2,,,,,WW00,753,WW002F1
WW002F2,AGVS,,,,AGVS,,,TS_2_2,,,,,WW00,754,WW002F2
WW002F3,AGVS,,,,AGVS,,,TS_2_2,,,,,WW00,755,WW002F3
WW002F4,AGVS,,,,AGVS,,,TS_2_2,,,,,WW00,756,WW002F4
WW002F5,AGVS,,,,AGVS,,,TS_2_2,,,,,WW00,757,WW002F5
WW002F6,AGVS,,,,AGVS,,,TS_2_2,,,,,WW00,758,WW002F6
WW002F7,AGVS,,,,AGVS,,,TS_2_2,,,,,WW00,759,WW002F7
WW002F8,AGVS,,,,AGVS,,,TS_2_2,,,,,WW00,760,WW002F8
WW002F9,AGVS,,,,AGVS,,,TS_2_2,,,,,WW00,761,WW002F9
WW002FA,AGVS,,,,AGVS,,,TS_2_2,,,,,WW00,762,WW002FA
WW002FB,AGVS,,,,AGVS,,,TS_2_2,,,,,WW00,763,WW002FB
WW002FC,AGVS,,,,AGVS,,,TS_2_2,,,,,WW00,764,WW002FC
WW002FD,AGVS,,,,AGVS,,,TS_2_2,,,,,WW00,765,WW002FD
WW002FE,AGVS,,,,AGVS,,,TS_2_2,,,,,WW00,766,WW002FE
WW002FF,AGVS,,,,AGVS,,,TS_2_2,,,,,WW00,767,WW002FF
WW00300,AGVS,Interface Clock ,Binary,6.1 Alive Check,AGVS,Interface_Clock,55,TS_3,,,,,WW00,768,WW00300
WW00301,AGVS,,,,,,56,TS_3,,,,,WW00,769,WW00301
WW00302,AGVS,Port1 - Port Mode Status Request,Binary,7.6 Port Mode Change Request,PORT1,Port_Type_Status,57,TS_3,,,,,WW00,770,WW00302
WW00303,AGVS,Port2 - Port Mode Status Request,Binary,7.6 Port Mode Change Request,PORT2,Port_Type_Status,58,TS_3,,,,,WW00,771,WW00303
WW00304,AGVS,,,,,,59,TS_3,,,,,WW00,772,WW00304
WW00305,AGVS,,,,,,60,TS_3,,,,,WW00,773,WW00305
WW00306,AGVS,AGVS Message Download Index,Binary,6.4.1 AGVS Message Display,AGVS,AGVS_MSG_DOWNLOAD_INDEX,61,TS_3,,,,,WW00,774,WW00306
WW00307,AGVS,Trigger Equipment,Binary,6.4.1 AGVS Message Display,AGVS,,62,TS_3,,,,,WW00,775,WW00307
WW00308,AGVS,Buzzer Flag,Binary,6.4.1 AGVS Message Display,AGVS,,63,TS_3,,,,,WW00,776,WW00308
WW00309,AGVS,AGVS Message # 1,ASCII,6.4.1 AGVS Message Display,AGVS,AGVS_MSG_1,64,TS_3,,,,,WW00,777,WW00309
WW0030A,AGVS,AGVS Message # 2,ASCII,6.4.1 AGVS Message Display,AGVS,,65,TS_3,,,,,WW00,778,WW0030A
WW0030B,AGVS,AGVS Message # 3,ASCII,6.4.1 AGVS Message Display,AGVS,,66,TS_3,,,,,WW00,779,WW0030B
WW0030C,AGVS,AGVS Message # 4,ASCII,6.4.1 AGVS Message Display,AGVS,,67,TS_3,,,,,WW00,780,WW0030C
WW0030D,AGVS,AGVS Message # 5,ASCII,6.4.1 AGVS Message Display,AGVS,,68,TS_3,,,,,WW00,781,WW0030D
WW0030E,AGVS,AGVS Message # 6,ASCII,6.4.1 AGVS Message Display,AGVS,,69,TS_3,,,,,WW00,782,WW0030E
WW0030F,AGVS,AGVS Message # 7,ASCII,6.4.1 AGVS Message Display,AGVS,,70,TS_3,,,,,WW00,783,WW0030F
WW00310,AGVS,AGVS Message # 8,ASCII,6.4.1 AGVS Message Display,AGVS,,71,TS_3,,,,,WW00,784,WW00310
WW00311,AGVS,AGVS Message # 9,ASCII,6.4.1 AGVS Message Display,AGVS,,72,TS_3,,,,,WW00,785,WW00311
WW00312,AGVS,AGVS Message # 10,ASCII,6.4.1 AGVS Message Display,AGVS,,73,TS_3,,,,,WW00,786,WW00312
WW00313,AGVS,AGVS Message # 11,ASCII,6.4.1 AGVS Message Display,AGVS,,74,TS_3,,,,,WW00,787,WW00313
WW00314,AGVS,AGVS Message # 12,ASCII,6.4.1 AGVS Message Display,AGVS,,75,TS_3,,,,,WW00,788,WW00314
WW00315,AGVS,AGVS Message # 13,ASCII,6.4.1 AGVS Message Display,AGVS,,76,TS_3,,,,,WW00,789,WW00315
WW00316,AGVS,AGVS Message # 14,ASCII,6.4.1 AGVS Message Display,AGVS,,77,TS_3,,,,,WW00,790,WW00316
WW00317,AGVS,AGVS Message # 15,ASCII,6.4.1 AGVS Message Display,AGVS,,78,TS_3,,,,,WW00,791,WW00317
WW00318,AGVS,AGVS Message # 16,ASCII,6.4.1 AGVS Message Display,AGVS,,79,TS_3,,,,,WW00,792,WW00318
WW00319,AGVS,AGVS Message # 17,ASCII,6.4.1 AGVS Message Display,AGVS,AGVS_MSG_17,80,TS_3,,,,,WW00,793,WW00319
WW0031A,AGVS,AGVS Message # 18,ASCII,6.4.1 AGVS Message Display,AGVS,,81,TS_3,,,,,WW00,794,WW0031A
WW0031B,AGVS,AGVS Message # 19,ASCII,6.4.1 AGVS Message Display,AGVS,,82,TS_3,,,,,WW00,795,WW0031B
WW0031C,AGVS,AGVS Message # 20,ASCII,6.4.1 AGVS Message Display,AGVS,,83,TS_3,,,,,WW00,796,WW0031C
WW0031D,AGVS,AGVS Message # 21,ASCII,6.4.1 AGVS Message Display,AGVS,,84,TS_3,,,,,WW00,797,WW0031D
WW0031E,AGVS,AGVS Message # 22,ASCII,6.4.1 AGVS Message Display,AGVS,,85,TS_3,,,,,WW00,798,WW0031E
WW0031F,AGVS,AGVS Message # 23,ASCII,6.4.1 AGVS Message Display,AGVS,,86,TS_3,,,,,WW00,799,WW0031F
WW00320,AGVS,AGVS Message # 24,ASCII,6.4.1 AGVS Message Display,AGVS,,87,TS_3,,,,,WW00,800,WW00320
WW00321,AGVS,AGVS Message # 25,ASCII,6.4.1 AGVS Message Display,AGVS,,88,TS_3,,,,,WW00,801,WW00321
WW00322,AGVS,AGVS Message # 26,ASCII,6.4.1 AGVS Message Display,AGVS,,89,TS_3,,,,,WW00,802,WW00322
WW00323,AGVS,AGVS Message # 27,ASCII,6.4.1 AGVS Message Display,AGVS,,90,TS_3,,,,,WW00,803,WW00323
WW00324,AGVS,AGVS Message # 28,ASCII,6.4.1 AGVS Message Display,AGVS,,91,TS_3,,,,,WW00,804,WW00324
WW00325,AGVS,AGVS Message # 29,ASCII,6.4.1 AGVS Message Display,AGVS,,92,TS_3,,,,,WW00,805,WW00325
WW00326,AGVS,AGVS Message # 30,ASCII,6.4.1 AGVS Message Display,AGVS,,93,TS_3,,,,,WW00,806,WW00326
WW00327,AGVS,AGVS Message # 31,ASCII,6.4.1 AGVS Message Display,AGVS,,94,TS_3,,,,,WW00,807,WW00327
WW00328,AGVS,AGVS Message # 32,ASCII,6.4.1 AGVS Message Display,AGVS,,95,TS_3,,,,,WW00,808,WW00328
WW00329,AGVS,AGVS Message # 33,ASCII,6.4.1 AGVS Message Display,AGVS,,96,TS_3,,,,,WW00,809,WW00329
WW0032A,AGVS,AGVS Message # 34,ASCII,6.4.1 AGVS Message Display,AGVS,,97,TS_3,,,,,WW00,810,WW0032A
WW0032B,AGVS,AGVS Message # 35,ASCII,6.4.1 AGVS Message Display,AGVS,,98,TS_3,,,,,WW00,811,WW0032B
WW0032C,AGVS,AGVS Message # 36,ASCII,6.4.1 AGVS Message Display,AGVS,,99,TS_3,,,,,WW00,812,WW0032C
WW0032D,AGVS,AGVS Message # 37,ASCII,6.4.1 AGVS Message Display,AGVS,,100,TS_3,,,,,WW00,813,WW0032D
WW0032E,AGVS,AGVS Message # 38,ASCII,6.4.1 AGVS Message Display,AGVS,,101,TS_3,,,,,WW00,814,WW0032E
WW0032F,AGVS,AGVS Message # 39,ASCII,6.4.1 AGVS Message Display,AGVS,,102,TS_3,,,,,WW00,815,WW0032F
WW00330,AGVS,AGVS Message # 40,ASCII,6.4.1 AGVS Message Display,AGVS,,103,TS_3,,,,,WW00,816,WW00330
WW00331,AGVS,AGVS Message # 41,ASCII,6.4.1 AGVS Message Display,AGVS,,104,TS_3,,,,,WW00,817,WW00331
WW00332,AGVS,AGVS Message # 42,ASCII,6.4.1 AGVS Message Display,AGVS,,105,TS_3,,,,,WW00,818,WW00332
WW00333,AGVS,AGVS Message # 43,ASCII,6.4.1 AGVS Message Display,AGVS,,106,TS_3,,,,,WW00,819,WW00333
WW00334,AGVS,AGVS Message # 44,ASCII,6.4.1 AGVS Message Display,AGVS,,107,TS_3,,,,,WW00,820,WW00334
WW00335,AGVS,AGVS Message # 45,ASCII,6.4.1 AGVS Message Display,AGVS,,108,TS_3,,,,,WW00,821,WW00335
WW00336,AGVS,AGVS Message # 46,ASCII,6.4.1 AGVS Message Display,AGVS,,109,TS_3,,,,,WW00,822,WW00336
WW00337,AGVS,AGVS Message # 47,ASCII,6.4.1 AGVS Message Display,AGVS,,110,TS_3,,,,,WW00,823,WW00337
WW00338,AGVS,AGVS Message # 48,ASCII,6.4.1 AGVS Message Display,AGVS,,111,TS_3,,,,,WW00,824,WW00338
WW00339,AGVS,AGVS Message # 49,ASCII,6.4.1 AGVS Message Display,AGVS,,112,TS_3,,,,,WW00,825,WW00339
WW0033A,AGVS,AGVS Message # 50,ASCII,6.4.1 AGVS Message Display,AGVS,,113,TS_3,,,,,WW00,826,WW0033A
WW0033B,AGVS,AGVS Message # 51,ASCII,6.4.1 AGVS Message Display,AGVS,,114,TS_3,,,,,WW00,827,WW0033B
WW0033C,AGVS,AGVS Message # 52,ASCII,6.4.1 AGVS Message Display,AGVS,,115,TS_3,,,,,WW00,828,WW0033C
WW0033D,AGVS,AGVS Message # 53,ASCII,6.4.1 AGVS Message Display,AGVS,,116,TS_3,,,,,WW00,829,WW0033D
WW0033E,AGVS,AGVS Message # 54,ASCII,6.4.1 AGVS Message Display,AGVS,,117,TS_3,,,,,WW00,830,WW0033E
WW0033F,AGVS,AGVS Message # 55,ASCII,6.4.1 AGVS Message Display,AGVS,,118,TS_3,,,,,WW00,831,WW0033F
WW00340,AGVS,AGVS Message # 56,ASCII,6.4.1 AGVS Message Display,AGVS,,119,TS_3,,,,,WW00,832,WW00340
WW00341,AGVS,AGVS Message # 57,ASCII,6.4.1 AGVS Message Display,AGVS,,120,TS_3,,,,,WW00,833,WW00341
WW00342,AGVS,AGVS Message # 58,ASCII,6.4.1 AGVS Message Display,AGVS,,121,TS_3,,,,,WW00,834,WW00342
WW00343,AGVS,AGVS Message # 59,ASCII,6.4.1 AGVS Message Display,AGVS,,122,TS_3,,,,,WW00,835,WW00343
WW00344,AGVS,AGVS Message # 60,ASCII,6.4.1 AGVS Message Display,AGVS,,123,TS_3,,,,,WW00,836,WW00344
WW00345,AGVS,AGVS Message # 61,ASCII,6.4.1 AGVS Message Display,AGVS,,124,TS_3,,,,,WW00,837,WW00345
WW00346,AGVS,AGVS Message # 62,ASCII,6.4.1 AGVS Message Display,AGVS,,125,TS_3,,,,,WW00,838,WW00346
WW00347,AGVS,AGVS Message # 63,ASCII,6.4.1 AGVS Message Display,AGVS,,126,TS_3,,,,,WW00,839,WW00347
WW00348,AGVS,AGVS Message # 64,ASCII,6.4.1 AGVS Message Display,AGVS,,127,TS_3,,,,,WW00,840,WW00348
WW00349,AGVS,AGVS Message # 65,ASCII,6.4.1 AGVS Message Display,AGVS,,128,TS_3,,,,,WW00,841,WW00349
WW0034A,AGVS,AGVS Message # 66,ASCII,6.4.1 AGVS Message Display,AGVS,,129,TS_3,,,,,WW00,842,WW0034A
WW0034B,AGVS,AGVS Message # 67,ASCII,6.4.1 AGVS Message Display,AGVS,,130,TS_3,,,,,WW00,843,WW0034B
WW0034C,AGVS,AGVS Message # 68,ASCII,6.4.1 AGVS Message Display,AGVS,,131,TS_3,,,,,WW00,844,WW0034C
WW0034D,AGVS,AGVS Message # 69,ASCII,6.4.1 AGVS Message Display,AGVS,,132,TS_3,,,,,WW00,845,WW0034D
WW0034E,AGVS,AGVS Message # 70,ASCII,6.4.1 AGVS Message Display,AGVS,,133,TS_3,,,,,WW00,846,WW0034E
WW0034F,AGVS,AGVS Message # 71,ASCII,6.4.1 AGVS Message Display,AGVS,,134,TS_3,,,,,WW00,847,WW0034F
WW00350,AGVS,AGVS Message # 72,ASCII,6.4.1 AGVS Message Display,AGVS,,135,TS_3,,,,,WW00,848,WW00350
WW00351,AGVS,AGVS Message # 73,ASCII,6.4.1 AGVS Message Display,AGVS,,136,TS_3,,,,,WW00,849,WW00351
WW00352,AGVS,AGVS Message # 74,ASCII,6.4.1 AGVS Message Display,AGVS,,137,TS_3,,,,,WW00,850,WW00352
WW00353,AGVS,AGVS Message # 75,ASCII,6.4.1 AGVS Message Display,AGVS,,138,TS_3,,,,,WW00,851,WW00353
WW00354,AGVS,AGVS Message # 76,ASCII,6.4.1 AGVS Message Display,AGVS,,139,TS_3,,,,,WW00,852,WW00354
WW00355,AGVS,AGVS Message # 77,ASCII,6.4.1 AGVS Message Display,AGVS,,140,TS_3,,,,,WW00,853,WW00355
WW00356,AGVS,AGVS Message # 78,ASCII,6.4.1 AGVS Message Display,AGVS,,141,TS_3,,,,,WW00,854,WW00356
WW00357,AGVS,AGVS Message # 79,ASCII,6.4.1 AGVS Message Display,AGVS,,142,TS_3,,,,,WW00,855,WW00357
WW00358,AGVS,AGVS Message # 80,ASCII,6.4.1 AGVS Message Display,AGVS,,143,TS_3,,,,,WW00,856,WW00358
WW00359,AGVS,,,,AGVS,,144,TS_3,,,,,WW00,857,WW00359
WW0035A,AGVS,MCS Message Download Index,Binary,6.4.2 MCS Message Display,AGVS,,145,TS_3,,,,,WW00,858,WW0035A
WW0035B,AGVS,MCS Message # 1,ASCII,6.4.2 MCS Message Display,AGVS,,146,TS_3,,,,,WW00,859,WW0035B
WW0035C,AGVS,MCS Message # 2,ASCII,6.4.2 MCS Message Display,AGVS,,147,TS_3,,,,,WW00,860,WW0035C
WW0035D,AGVS,MCS Message # 3,ASCII,6.4.2 MCS Message Display,AGVS,,148,TS_3,,,,,WW00,861,WW0035D
WW0035E,AGVS,MCS Message # 4,ASCII,6.4.2 MCS Message Display,AGVS,,149,TS_3,,,,,WW00,862,WW0035E
WW0035F,AGVS,MCS Message # 5,ASCII,6.4.2 MCS Message Display,AGVS,,150,TS_3,,,,,WW00,863,WW0035F
WW00360,AGVS,MCS Message # 6,ASCII,6.4.2 MCS Message Display,AGVS,,151,TS_3,,,,,WW00,864,WW00360
WW00361,AGVS,MCS Message # 7,ASCII,6.4.2 MCS Message Display,AGVS,,152,TS_3,,,,,WW00,865,WW00361
WW00362,AGVS,MCS Message # 8,ASCII,6.4.2 MCS Message Display,AGVS,,153,TS_3,,,,,WW00,866,WW00362
WW00363,AGVS,MCS Message # 9,ASCII,6.4.2 MCS Message Display,AGVS,,154,TS_3,,,,,WW00,867,WW00363
WW00364,AGVS,MCS Message # 10,ASCII,6.4.2 MCS Message Display,AGVS,,155,TS_3,,,,,WW00,868,WW00364
WW00365,AGVS,MCS Message # 11,ASCII,6.4.2 MCS Message Display,AGVS,,156,TS_3,,,,,WW00,869,WW00365
WW00366,AGVS,MCS Message # 12,ASCII,6.4.2 MCS Message Display,AGVS,,157,TS_3,,,,,WW00,870,WW00366
WW00367,AGVS,MCS Message # 13,ASCII,6.4.2 MCS Message Display,AGVS,,158,TS_3,,,,,WW00,871,WW00367
WW00368,AGVS,MCS Message # 14,ASCII,6.4.2 MCS Message Display,AGVS,,159,TS_3,,,,,WW00,872,WW00368
WW00369,AGVS,MCS Message # 15,ASCII,6.4.2 MCS Message Display,AGVS,,160,TS_3,,,,,WW00,873,WW00369
WW0036A,AGVS,MCS Message # 16,ASCII,6.4.2 MCS Message Display,AGVS,,161,TS_3,,,,,WW00,874,WW0036A
WW0036B,AGVS,MCS Message # 17,ASCII,6.4.2 MCS Message Display,AGVS,,162,TS_3,,,,,WW00,875,WW0036B
WW0036C,AGVS,MCS Message # 18,ASCII,6.4.2 MCS Message Display,AGVS,,163,TS_3,,,,,WW00,876,WW0036C
WW0036D,AGVS,MCS Message # 19,ASCII,6.4.2 MCS Message Display,AGVS,,164,TS_3,,,,,WW00,877,WW0036D
WW0036E,AGVS,MCS Message # 20,ASCII,6.4.2 MCS Message Display,AGVS,,165,TS_3,,,,,WW00,878,WW0036E
WW0036F,AGVS,MCS Message # 21,ASCII,6.4.2 MCS Message Display,AGVS,,166,TS_3,,,,,WW00,879,WW0036F
WW00370,AGVS,MCS Message # 22,ASCII,6.4.2 MCS Message Display,AGVS,,167,TS_3,,,,,WW00,880,WW00370
WW00371,AGVS,MCS Message # 23,ASCII,6.4.2 MCS Message Display,AGVS,,168,TS_3,,,,,WW00,881,WW00371
