Memory (Hex),Owner,Data Name,Data Format,Explanation,Device,Code_Property,Modbus_Register,EQ_NAME,,,,,,,
WW001AF,AGVS,MCS Message # 85,ASCII,6.4.2 MCS Message Display,AGVS,,230,TS_2_1,,,,,WW00,431,WW001AF
WW001B0,AGVS,MCS Message # 86,ASCII,6.4.2 MCS Message Display,AGVS,,231,TS_2_1,,,,,WW00,432,WW001B0
WW001B1,AGVS,MCS Message # 87,ASCII,6.4.2 MCS Message Display,AGVS,,232,TS_2_1,,,,,WW00,433,WW001B1
WW001B2,AGVS,MCS Message # 88,ASCII,6.4.2 MCS Message Display,AGVS,,233,TS_2_1,,,,,WW00,434,WW001B2
WW001B3,AGVS,MCS Message # 89,ASCII,6.4.2 MCS Message Display,AGVS,,234,TS_2_1,,,,,WW00,435,WW001B3
WW001B4,AGVS,MCS Message # 90,ASCII,6.4.2 MCS Message Display,AGVS,,235,TS_2_1,,,,,WW00,436,WW001B4
WW001B5,AGVS,MCS Message # 91,ASCII,6.4.2 MCS Message Display,AGVS,,236,TS_2_1,,,,,WW00,437,WW001B5
WW001B6,AGVS,MCS Message # 92,ASCII,6.4.2 MCS Message Display,AGVS,,237,TS_2_1,,,,,WW00,438,WW001B6
WW001B7,AGVS,MCS Message # 93,ASCII,6.4.2 MCS Message Display,AGVS,,238,TS_2_1,,,,,WW00,439,WW001B7
WW001B8,AGVS,MCS Message # 94,ASCII,6.4.2 MCS Message Display,AGVS,,239,TS_2_1,,,,,WW00,440,WW001B8
WW001B9,AGVS,MCS Message # 95,ASCII,6.4.2 MCS Message Display,AGVS,,240,TS_2_1,,,,,WW00,441,WW001B9
WW001BA,AGVS,MCS Message # 96,ASCII,6.4.2 MCS Message Display,AGVS,,241,TS_2_1,,,,,WW00,442,WW001BA
WW001BB,AGVS,MCS Message # 97,ASCII,6.4.2 MCS Message Display,AGVS,,242,TS_2_1,,,,,WW00,443,WW001BB
WW001BC,AGVS,MCS Message # 98,ASCII,6.4.2 MCS Message Display,AGVS,,243,TS_2_1,,,,,WW00,444,WW001BC
WW001BD,AGVS,MCS Message # 99,ASCII,6.4.2 MCS Message Display,AGVS,,244,TS_2_1,,,,,WW00,445,WW001BD
WW001BE,AGVS,MCS Message # 100,ASCII,6.4.2 MCS Message Display,AGVS,,245,TS_2_1,,,,,WW00,446,WW001BE
WW001BF,AGVS,,,,AGVS,,,TS_2_1,,,,,WW00,447,WW001BF
WW001C0,AGVS,,,,AGVS,,,TS_2_1,,,,,WW00,448,WW001C0
WW001C1,AGVS,,,,AGVS,,,TS_2_1,,,,,WW00,449,WW001C1
WW001C2,AGVS,,,,AGVS,,,TS_2_1,,,,,WW00,450,WW001C2
WW001C3,AGVS,,,,AGVS,,,TS_2_1,,,,,WW00,451,WW001C3
WW001C4,AGVS,,,,AGVS,,,TS_2_1,,,,,WW00,452,WW001C4
WW001C5,AGVS,,,,AGVS,,,TS_2_1,,,,,WW00,453,WW001C5
WW001C6,AGVS,,,,AGVS,,,TS_2_1,,,,,WW00,454,WW001C6
WW001C7,AGVS,,,,AGVS,,,TS_2_1,,,,,WW00,455,WW001C7
WW001C8,AGVS,,,,AGVS,,,TS_2_1,,,,,WW00,456,WW001C8
WW001C9,AGVS,,,,AGVS,,,TS_2_1,,,,,WW00,457,WW001C9
WW001CA,AGVS,,,,AGVS,,,TS_2_1,,,,,WW00,458,WW001CA
WW001CB,AGVS,,,,AGVS,,,TS_2_1,,,,,WW00,459,WW001CB
WW001CC,AGVS,,,,AGVS,,,TS_2_1,,,,,WW00,460,WW001CC
WW001CD,AGVS,,,,AGVS,,,TS_2_1,,,,,WW00,461,WW001CD
WW001CE,AGVS,,,,AGVS,,,TS_2_1,,,,,WW00,462,WW001CE
WW001CF,AGVS,,,,AGVS,,,TS_2_1,,,,,WW00,463,WW001CF
WW001D0,AGVS,,,,AGVS,,,TS_2_1,,,,,WW00,464,WW001D0
WW001D1,AGVS,,,,AGVS,,,TS_2_1,,,,,WW00,465,WW001D1
WW001D2,AGVS,,,,AGVS,,,TS_2_1,,,,,WW00,466,WW001D2
WW001D3,AGVS,,,,AGVS,,,TS_2_1,,,,,WW00,467,WW001D3
WW001D4,AGVS,,,,AGVS,,,TS_2_1,,,,,WW00,468,WW001D4
WW001D5,AGVS,,,,AGVS,,,TS_2_1,,,,,WW00,469,WW001D5
WW001D6,AGVS,,,,AGVS,,,TS_2_1,,,,,WW00,470,WW001D6
WW001D7,AGVS,,,,AGVS,,,TS_2_1,,,,,WW00,471,WW001D7
WW001D8,AGVS,,,,AGVS,,,TS_2_1,,,,,WW00,472,WW001D8
WW001D9,AGVS,,,,AGVS,,,TS_2_1,,,,,WW00,473,WW001D9
WW001DA,AGVS,,,,AGVS,,,TS_2_1,,,,,WW00,474,WW001DA
WW001DB,AGVS,,,,AGVS,,,TS_2_1,,,,,WW00,475,WW001DB
WW001DC,AGVS,,,,AGVS,,,TS_2_1,,,,,WW00,476,WW001DC
WW001DD,AGVS,,,,AGVS,,,TS_2_1,,,,,WW00,477,WW001DD
WW001DE,AGVS,,,,AGVS,,,TS_2_1,,,,,WW00,478,WW001DE
WW001DF,AGVS,,,,AGVS,,,TS_2_1,,,,,WW00,479,WW001DF
WW001E0,AGVS,,,,AGVS,,,TS_2_1,,,,,WW00,480,WW001E0
WW001E1,AGVS,,,,AGVS,,,TS_2_1,,,,,WW00,481,WW001E1
WW001E2,AGVS,,,,AGVS,,,TS_2_1,,,,,WW00,482,WW001E2
WW001E3,AGVS,,,,AGVS,,,TS_2_1,,,,,WW00,483,WW001E3
WW001E4,AGVS,,,,AGVS,,,TS_2_1,,,,,WW00,484,WW001E4
WW001E5,AGVS,,,,AGVS,,,TS_2_1,,,,,WW00,485,WW001E5
WW001E6,AGVS,,,,AGVS,,,TS_2_1,,,,,WW00,486,WW001E6
WW001E7,AGVS,,,,AGVS,,,TS_2_1,,,,,WW00,487,WW001E7
WW001E8,AGVS,,,,AGVS,,,TS_2_1,,,,,WW00,488,WW001E8
WW001E9,AGVS,,,,AGVS,,,TS_2_1,,,,,WW00,489,WW001E9
WW001EA,AGVS,,,,AGVS,,,TS_2_1,,,,,WW00,490,WW001EA
WW001EB,AGVS,,,,AGVS,,,TS_2_1,,,,,WW00,491,WW001EB
WW001EC,AGVS,,,,AGVS,,,TS_2_1,,,,,WW00,492,WW001EC
WW001ED,AGVS,,,,AGVS,,,TS_2_1,,,,,WW00,493,WW001ED
WW001EE,AGVS,,,,AGVS,,,TS_2_1,,,,,WW00,494,WW001EE
WW001EF,AGVS,,,,AGVS,,,TS_2_1,,,,,WW00,495,WW001EF
WW001F0,AGVS,,,,AGVS,,,TS_2_1,,,,,WW00,496,WW001F0
WW001F1,AGVS,,,,AGVS,,,TS_2_1,,,,,WW00,497,WW001F1
WW001F2,AGVS,,,,AGVS,,,TS_2_1,,,,,WW00,498,WW001F2
WW001F3,AGVS,,,,AGVS,,,TS_2_1,,,,,WW00,499,WW001F3
WW001F4,AGVS,,,,AGVS,,,TS_2_1,,,,,WW00,500,WW001F4
WW001F5,AGVS,,,,AGVS,,,TS_2_1,,,,,WW00,501,WW001F5
WW001F6,AGVS,,,,AGVS,,,TS_2_1,,,,,WW00,502,WW001F6
WW001F7,AGVS,,,,AGVS,,,TS_2_1,,,,,WW00,503,WW001F7
WW001F8,AGVS,,,,AGVS,,,TS_2_1,,,,,WW00,504,WW001F8
WW001F9,AGVS,,,,AGVS,,,TS_2_1,,,,,WW00,505,WW001F9
WW001FA,AGVS,,,,AGVS,,,TS_2_1,,,,,WW00,506,WW001FA
WW001FB,AGVS,,,,AGVS,,,TS_2_1,,,,,WW00,507,WW001FB
WW001FC,AGVS,,,,AGVS,,,TS_2_1,,,,,WW00,508,WW001FC
WW001FD,AGVS,,,,AGVS,,,TS_2_1,,,,,WW00,509,WW001FD
WW001FE,AGVS,,,,AGVS,,,TS_2_1,,,,,WW00,510,WW001FE
WW001FF,AGVS,,,,AGVS,,,TS_2_1,,,,,WW00,511,WW001FF
WW00200,AGVS,Interface Clock ,Binary,6.1 Alive Check,AGVS,Interface_Clock,55,TS_2_2,,,,,WW00,512,WW00200
WW00201,AGVS,,,,,,56,TS_2_2,,,,,WW00,513,WW00201
WW00202,AGVS,Port1 - Port Mode Status Request,Binary,7.6 Port Mode Change Request,PORT1,Port_Type_Status,57,TS_2_2,,,,,WW00,514,WW00202
WW00203,AGVS,Port2 - Port Mode Status Request,Binary,7.6 Port Mode Change Request,PORT2,Port_Type_Status,58,TS_2_2,,,,,WW00,515,WW00203
WW00204,AGVS,,,,,,59,TS_2_2,,,,,WW00,516,WW00204
WW00205,AGVS,,,,,,60,TS_2_2,,,,,WW00,517,WW00205
WW00206,AGVS,AGVS Message Download Index,Binary,6.4.1 AGVS Message Display,AGVS,AGVS_MSG_DOWNLOAD_INDEX,61,TS_2_2,,,,,WW00,518,WW00206
WW00207,AGVS,Trigger Equipment,Binary,6.4.1 AGVS Message Display,AGVS,,62,TS_2_2,,,,,WW00,519,WW00207
WW00208,AGVS,Buzzer Flag,Binary,6.4.1 AGVS Message Display,AGVS,,63,TS_2_2,,,,,WW00,520,WW00208
WW00209,AGVS,AGVS Message # 1,ASCII,6.4.1 AGVS Message Display,AGVS,AGVS_MSG_1,64,TS_2_2,,,,,WW00,521,WW00209
WW0020A,AGVS,AGVS Message # 2,ASCII,6.4.1 AGVS Message Display,AGVS,,65,TS_2_2,,,,,WW00,522,WW0020A
WW0020B,AGVS,AGVS Message # 3,ASCII,6.4.1 AGVS Message Display,AGVS,,66,TS_2_2,,,,,WW00,523,WW0020B
WW0020C,AGVS,AGVS Message # 4,ASCII,6.4.1 AGVS Message Display,AGVS,,67,TS_2_2,,,,,WW00,524,WW0020C
WW0020D,AGVS,AGVS Message # 5,ASCII,6.4.1 AGVS Message Display,AGVS,,68,TS_2_2,,,,,WW00,525,WW0020D
WW0020E,AGVS,AGVS Message # 6,ASCII,6.4.1 AGVS Message Display,AGVS,,69,TS_2_2,,,,,WW00,526,WW0020E
WW0020F,AGVS,AGVS Message # 7,ASCII,6.4.1 AGVS Message Display,AGVS,,70,TS_2_2,,,,,WW00,527,WW0020F
WW00210,AGVS,AGVS Message # 8,ASCII,6.4.1 AGVS Message Display,AGVS,,71,TS_2_2,,,,,WW00,528,WW00210
WW00211,AGVS,AGVS Message # 9,ASCII,6.4.1 AGVS Message Display,AGVS,,72,TS_2_2,,,,,WW00,529,WW00211
WW00212,AGVS,AGVS Message # 10,ASCII,6.4.1 AGVS Message Display,AGVS,,73,TS_2_2,,,,,WW00,530,WW00212
WW00213,AGVS,AGVS Message # 11,ASCII,6.4.1 AGVS Message Display,AGVS,,74,TS_2_2,,,,,WW00,531,WW00213
WW00214,AGVS,AGVS Message # 12,ASCII,6.4.1 AGVS Message Display,AGVS,,75,TS_2_2,,,,,WW00,532,WW00214
WW00215,AGVS,AGVS Message # 13,ASCII,6.4.1 AGVS Message Display,AGVS,,76,TS_2_2,,,,,WW00,533,WW00215
WW00216,AGVS,AGVS Message # 14,ASCII,6.4.1 AGVS Message Display,AGVS,,77,TS_2_2,,,,,WW00,534,WW00216
WW00217,AGVS,AGVS Message # 15,ASCII,6.4.1 AGVS Message Display,AGVS,,78,TS_2_2,,,,,WW00,535,WW00217
WW00218,AGVS,AGVS Message # 16,ASCII,6.4.1 AGVS Message Display,AGVS,,79,TS_2_2,,,,,WW00,536,WW00218
WW00219,AGVS,AGVS Message # 17,ASCII,6.4.1 AGVS Message Display,AGVS,AGVS_MSG_17,80,TS_2_2,,,,,WW00,537,WW00219
WW0021A,AGVS,AGVS Message # 18,ASCII,6.4.1 AGVS Message Display,AGVS,,81,TS_2_2,,,,,WW00,538,WW0021A
WW0021B,AGVS,AGVS Message # 19,ASCII,6.4.1 AGVS Message Display,AGVS,,82,TS_2_2,,,,,WW00,539,WW0021B
WW0021C,AGVS,AGVS Message # 20,ASCII,6.4.1 AGVS Message Display,AGVS,,83,TS_2_2,,,,,WW00,540,WW0021C
WW0021D,AGVS,AGVS Message # 21,ASCII,6.4.1 AGVS Message Display,AGVS,,84,TS_2_2,,,,,WW00,541,WW0021D
WW0021E,AGVS,AGVS Message # 22,ASCII,6.4.1 AGVS Message Display,AGVS,,85,TS_2_2,,,,,WW00,542,WW0021E
WW0021F,AGVS,AGVS Message # 23,ASCII,6.4.1 AGVS Message Display,AGVS,,86,TS_2_2,,,,,WW00,543,WW0021F
WW00220,AGVS,AGVS Message # 24,ASCII,6.4.1 AGVS Message Display,AGVS,,87,TS_2_2,,,,,WW00,544,WW00220
WW00221,AGVS,AGVS Message # 25,ASCII,6.4.1 AGVS Message Display,AGVS,,88,TS_2_2,,,,,WW00,545,WW00221
WW00222,AGVS,AGVS Message # 26,ASCII,6.4.1 AGVS Message Display,AGVS,,89,TS_2_2,,,,,WW00,546,WW00222
WW00223,AGVS,AGVS Message # 27,ASCII,6.4.1 AGVS Message Display,AGVS,,90,TS_2_2,,,,,WW00,547,WW00223
WW00224,AGVS,AGVS Message # 28,ASCII,6.4.1 AGVS Message Display,AGVS,,91,TS_2_2,,,,,WW00,548,WW00224
WW00225,AGVS,AGVS Message # 29,ASCII,6.4.1 AGVS Message Display,AGVS,,92,TS_2_2,,,,,WW00,549,WW00225
WW00226,AGVS,AGVS Message # 30,ASCII,6.4.1 AGVS Message Display,AGVS,,93,TS_2_2,,,,,WW00,550,WW00226
WW00227,AGVS,AGVS Message # 31,ASCII,6.4.1 AGVS Message Display,AGVS,,94,TS_2_2,,,,,WW00,551,WW00227
WW00228,AGVS,AGVS Message # 32,ASCII,6.4.1 AGVS Message Display,AGVS,,95,TS_2_2,,,,,WW00,552,WW00228
WW00229,AGVS,AGVS Message # 33,ASCII,6.4.1 AGVS Message Display,AGVS,,96,TS_2_2,,,,,WW00,553,WW00229
WW0022A,AGVS,AGVS Message # 34,ASCII,6.4.1 AGVS Message Display,AGVS,,97,TS_2_2,,,,,WW00,554,WW0022A
WW0022B,AGVS,AGVS Message # 35,ASCII,6.4.1 AGVS Message Display,AGVS,,98,TS_2_2,,,,,WW00,555,WW0022B
WW0022C,AGVS,AGVS Message # 36,ASCII,6.4.1 AGVS Message Display,AGVS,,99,TS_2_2,,,,,WW00,556,WW0022C
WW0022D,AGVS,AGVS Message # 37,ASCII,6.4.1 AGVS Message Display,AGVS,,100,TS_2_2,,,,,WW00,557,WW0022D
WW0022E,AGVS,AGVS Message # 38,ASCII,6.4.1 AGVS Message Display,AGVS,,101,TS_2_2,,,,,WW00,558,WW0022E
WW0022F,AGVS,AGVS Message # 39,ASCII,6.4.1 AGVS Message Display,AGVS,,102,TS_2_2,,,,,WW00,559,WW0022F
WW00230,AGVS,AGVS Message # 40,ASCII,6.4.1 AGVS Message Display,AGVS,,103,TS_2_2,,,,,WW00,560,WW00230
WW00231,AGVS,AGVS Message # 41,ASCII,6.4.1 AGVS Message Display,AGVS,,104,TS_2_2,,,,,WW00,561,WW00231
WW00232,AGVS,AGVS Message # 42,ASCII,6.4.1 AGVS Message Display,AGVS,,105,TS_2_2,,,,,WW00,562,WW00232
WW00233,AGVS,AGVS Message # 43,ASCII,6.4.1 AGVS Message Display,AGVS,,106,TS_2_2,,,,,WW00,563,WW00233
WW00234,AGVS,AGVS Message # 44,ASCII,6.4.1 AGVS Message Display,AGVS,,107,TS_2_2,,,,,WW00,564,WW00234
WW00235,AGVS,AGVS Message # 45,ASCII,6.4.1 AGVS Message Display,AGVS,,108,TS_2_2,,,,,WW00,565,WW00235
WW00236,AGVS,AGVS Message # 46,ASCII,6.4.1 AGVS Message Display,AGVS,,109,TS_2_2,,,,,WW00,566,WW00236
WW00237,AGVS,AGVS Message # 47,ASCII,6.4.1 AGVS Message Display,AGVS,,110,TS_2_2,,,,,WW00,567,WW00237
WW00238,AGVS,AGVS Message # 48,ASCII,6.4.1 AGVS Message Display,AGVS,,111,TS_2_2,,,,,WW00,568,WW00238
WW00239,AGVS,AGVS Message # 49,ASCII,6.4.1 AGVS Message Display,AGVS,,112,TS_2_2,,,,,WW00,569,WW00239
WW0023A,AGVS,AGVS Message # 50,ASCII,6.4.1 AGVS Message Display,AGVS,,113,TS_2_2,,,,,WW00,570,WW0023A
WW0023B,AGVS,AGVS Message # 51,ASCII,6.4.1 AGVS Message Display,AGVS,,114,TS_2_2,,,,,WW00,571,WW0023B
WW0023C,AGVS,AGVS Message # 52,ASCII,6.4.1 AGVS Message Display,AGVS,,115,TS_2_2,,,,,WW00,572,WW0023C
WW0023D,AGVS,AGVS Message # 53,ASCII,6.4.1 AGVS Message Display,AGVS,,116,TS_2_2,,,,,WW00,573,WW0023D
WW0023E,AGVS,AGVS Message # 54,ASCII,6.4.1 AGVS Message Display,AGVS,,117,TS_2_2,,,,,WW00,574,WW0023E
WW0023F,AGVS,AGVS Message # 55,ASCII,6.4.1 AGVS Message Display,AGVS,,118,TS_2_2,,,,,WW00,575,WW0023F
WW00240,AGVS,AGVS Message # 56,ASCII,6.4.1 AGVS Message Display,AGVS,,119,TS_2_2,,,,,WW00,576,WW00240
WW00241,AGVS,AGVS Message # 57,ASCII,6.4.1 AGVS Message Display,AGVS,,120,TS_2_2,,,,,WW00,577,WW00241
WW00242,AGVS,AGVS Message # 58,ASCII,6.4.1 AGVS Message Display,AGVS,,121,TS_2_2,,,,,WW00,578,WW00242
WW00243,AGVS,AGVS Message # 59,ASCII,6.4.1 AGVS Message Display,AGVS,,122,TS_2_2,,,,,WW00,579,WW00243
WW00244,AGVS,AGVS Message # 60,ASCII,6.4.1 AGVS Message Display,AGVS,,123,TS_2_2,,,,,WW00,580,WW00244
WW00245,AGVS,AGVS Message # 61,ASCII,6.4.1 AGVS Message Display,AGVS,,124,TS_2_2,,,,,WW00,581,WW00245
WW00246,AGVS,AGVS Message # 62,ASCII,6.4.1 AGVS Message Display,AGVS,,125,TS_2_2,,,,,WW00,582,WW00246
WW00247,AGVS,AGVS Message # 63,ASCII,6.4.1 AGVS Message Display,AGVS,,126,TS_2_2,,,,,WW00,583,WW00247
WW00248,AGVS,AGVS Message # 64,ASCII,6.4.1 AGVS Message Display,AGVS,,127,TS_2_2,,,,,WW00,584,WW00248
WW00249,AGVS,AGVS Message # 65,ASCII,6.4.1 AGVS Message Display,AGVS,,128,TS_2_2,,,,,WW00,585,WW00249
WW0024A,AGVS,AGVS Message # 66,ASCII,6.4.1 AGVS Message Display,AGVS,,129,TS_2_2,,,,,WW00,586,WW0024A
WW0024B,AGVS,AGVS Message # 67,ASCII,6.4.1 AGVS Message Display,AGVS,,130,TS_2_2,,,,,WW00,587,WW0024B
WW0024C,AGVS,AGVS Message # 68,ASCII,6.4.1 AGVS Message Display,AGVS,,131,TS_2_2,,,,,WW00,588,WW0024C
WW0024D,AGVS,AGVS Message # 69,ASCII,6.4.1 AGVS Message Display,AGVS,,132,TS_2_2,,,,,WW00,589,WW0024D
WW0024E,AGVS,AGVS Message # 70,ASCII,6.4.1 AGVS Message Display,AGVS,,133,TS_2_2,,,,,WW00,590,WW0024E
WW0024F,AGVS,AGVS Message # 71,ASCII,6.4.1 AGVS Message Display,AGVS,,134,TS_2_2,,,,,WW00,591,WW0024F
WW00250,AGVS,AGVS Message # 72,ASCII,6.4.1 AGVS Message Display,AGVS,,135,TS_2_2,,,,,WW00,592,WW00250
WW00251,AGVS,AGVS Message # 73,ASCII,6.4.1 AGVS Message Display,AGVS,,136,TS_2_2,,,,,WW00,593,WW00251
WW00252,AGVS,AGVS Message # 74,ASCII,6.4.1 AGVS Message Display,AGVS,,137,TS_2_2,,,,,WW00,594,WW00252
WW00253,AGVS,AGVS Message # 75,ASCII,6.4.1 AGVS Message Display,AGVS,,138,TS_2_2,,,,,WW00,595,WW00253
WW00254,AGVS,AGVS Message # 76,ASCII,6.4.1 AGVS Message Display,AGVS,,139,TS_2_2,,,,,WW00,596,WW00254
WW00255,AGVS,AGVS Message # 77,ASCII,6.4.1 AGVS Message Display,AGVS,,140,TS_2_2,,,,,WW00,597,WW00255
WW00256,AGVS,AGVS Message # 78,ASCII,6.4.1 AGVS Message Display,AGVS,,141,TS_2_2,,,,,WW00,598,WW00256
WW00257,AGVS,AGVS Message # 79,ASCII,6.4.1 AGVS Message Display,AGVS,,142,TS_2_2,,,,,WW00,599,WW00257
WW00258,AGVS,AGVS Message # 80,ASCII,6.4.1 AGVS Message Display,AGVS,,143,TS_2_2,,,,,WW00,600,WW00258
WW00259,AGVS,,,,AGVS,,144,TS_2_2,,,,,WW00,601,WW00259
WW0025A,AGVS,MCS Message Download Index,Binary,6.4.2 MCS Message Display,AGVS,,145,TS_2_2,,,,,WW00,602,WW0025A
WW0025B,AGVS,MCS Message # 1,ASCII,6.4.2 MCS Message Display,AGVS,,146,TS_2_2,,,,,WW00,603,WW0025B
WW0025C,AGVS,MCS Message # 2,ASCII,6.4.2 MCS Message Display,AGVS,,147,TS_2_2,,,,,WW00,604,WW0025C
WW0025D,AGVS,MCS Message # 3,ASCII,6.4.2 MCS Message Display,AGVS,,148,TS_2_2,,,,,WW00,605,WW0025D
WW0025E,AGVS,MCS Message # 4,ASCII,6.4.2 MCS Message Display,AGVS,,149,TS_2_2,,,,,WW00,606,WW0025E
WW0025F,AGVS,MCS Message # 5,ASCII,6.4.2 MCS Message Display,AGVS,,150,TS_2_2,,,,,WW00,607,WW0025F
WW00260,AGVS,MCS Message # 6,ASCII,6.4.2 MCS Message Display,AGVS,,151,TS_2_2,,,,,WW00,608,WW00260
WW00261,AGVS,MCS Message # 7,ASCII,6.4.2 MCS Message Display,AGVS,,152,TS_2_2,,,,,WW00,609,WW00261
WW00262,AGVS,MCS Message # 8,ASCII,6.4.2 MCS Message Display,AGVS,,153,TS_2_2,,,,,WW00,610,WW00262
WW00263,AGVS,MCS Message # 9,ASCII,6.4.2 MCS Message Display,AGVS,,154,TS_2_2,,,,,WW00,611,WW00263
WW00264,AGVS,MCS Message # 10,ASCII,6.4.2 MCS Message Display,AGVS,,155,TS_2_2,,,,,WW00,612,WW00264
WW00265,AGVS,MCS Message # 11,ASCII,6.4.2 MCS Message Display,AGVS,,156,TS_2_2,,,,,WW00,613,WW00265
WW00266,AGVS,MCS Message # 12,ASCII,6.4.2 MCS Message Display,AGVS,,157,TS_2_2,,,,,WW00,614,WW00266
WW00267,AGVS,MCS Message # 13,ASCII,6.4.2 MCS Message Display,AGVS,,158,TS_2_2,,,,,WW00,615,WW00267
WW00268,AGVS,MCS Message # 14,ASCII,6.4.2 MCS Message Display,AGVS,,159,TS_2_2,,,,,WW00,616,WW00268
WW00269,AGVS,MCS Message # 15,ASCII,6.4.2 MCS Message Display,AGVS,,160,TS_2_2,,,,,WW00,617,WW00269
WW0026A,AGVS,MCS Message # 16,ASCII,6.4.2 MCS Message Display,AGVS,,161,TS_2_2,,,,,WW00,618,WW0026A
WW0026B,AGVS,MCS Message # 17,ASCII,6.4.2 MCS Message Display,AGVS,,162,TS_2_2,,,,,WW00,619,WW0026B
WW0026C,AGVS,MCS Message # 18,ASCII,6.4.2 MCS Message Display,AGVS,,163,TS_2_2,,,,,WW00,620,WW0026C
WW0026D,AGVS,MCS Message # 19,ASCII,6.4.2 MCS Message Display,AGVS,,164,TS_2_2,,,,,WW00,621,WW0026D
WW0026E,AGVS,MCS Message # 20,ASCII,6.4.2 MCS Message Display,AGVS,,165,TS_2_2,,,,,WW00,622,WW0026E
WW0026F,AGVS,MCS Message # 21,ASCII,6.4.2 MCS Message Display,AGVS,,166,TS_2_2,,,,,WW00,623,WW0026F
WW00270,AGVS,MCS Message # 22,ASCII,6.4.2 MCS Message Display,AGVS,,167,TS_2_2,,,,,WW00,624,WW00270
WW00271,AGVS,MCS Message # 23,ASCII,6.4.2 MCS Message Display,AGVS,,168,TS_2_2,,,,,WW00,625,WW00271
WW00272,AGVS,MCS Message # 24,ASCII,6.4.2 MCS Message Display,AGVS,,169,TS_2_2,,,,,WW00,626,WW00272
WW00273,AGVS,MCS Message # 25,ASCII,6.4.2 MCS Message Display,AGVS,,170,TS_2_2,,,,,WW00,627,WW00273
WW00274,AGVS,MCS Message # 26,ASCII,6.4.2 MCS Message Display,AGVS,,171,TS_2_2,,,,,WW00,628,WW00274
WW00275,AGVS,MCS Message # 27,ASCII,6.4.2 MCS Message Display,AGVS,,172,TS_2_2,,,,,WW00,629,WW00275
WW00276,AGVS,MCS Message # 28,ASCII,6.4.2 MCS Message Display,AGVS,,173,TS_2_2,,,,,WW00,630,WW00276
WW00277,AGVS,MCS Message # 29,ASCII,6.4.2 MCS Message Display,AGVS,,174,TS_2_2,,,,,WW00,631,WW00277
WW00278,AGVS,MCS Message # 30,ASCII,6.4.2 MCS Message Display,AGVS,,175,TS_2_2,,,,,WW00,632,WW00278
WW00279,AGVS,MCS Message # 31,ASCII,6.4.2 MCS Message Display,AGVS,,176,TS_2_2,,,,,WW00,633,WW00279
WW0027A,AGVS,MCS Message # 32,ASCII,6.4.2 MCS Message Display,AGVS,,177,TS_2_2,,,,,WW00,634,WW0027A
WW0027B,AGVS,MCS Message # 33,ASCII,6.4.2 MCS Message Display,AGVS,,178,TS_2_2,,,,,WW00,635,WW0027B
WW0027C,AGVS,MCS Message # 34,ASCII,6.4.2 MCS Message Display,AGVS,,179,TS_2_2,,,,,WW00,636,WW0027C
WW0027D,AGVS,MCS Message # 35,ASCII,6.4.2 MCS Message Display,AGVS,,180,TS_2_2,,,,,WW00,637,WW0027D
WW0027E,AGVS,MCS Message # 36,ASCII,6.4.2 MCS Message Display,AGVS,,181,TS_2_2,,,,,WW00,638,WW0027E
WW0027F,AGVS,MCS Message # 37,ASCII,6.4.2 MCS Message Display,AGVS,,182,TS_2_2,,,,,WW00,639,WW0027F
WW00280,AGVS,MCS Message # 38,ASCII,6.4.2 MCS Message Display,AGVS,,183,TS_2_2,,,,,WW00,640,WW00280
WW00281,AGVS,MCS Message # 39,ASCII,6.4.2 MCS Message Display,AGVS,,184,TS_2_2,,,,,WW00,641,WW00281
WW00282,AGVS,MCS Message # 40,ASCII,6.4.2 MCS Message Display,AGVS,,185,TS_2_2,,,,,WW00,642,WW00282
WW00283,AGVS,MCS Message # 41,ASCII,6.4.2 MCS Message Display,AGVS,,186,TS_2_2,,,,,WW00,643,WW00283
WW00284,AGVS,MCS Message # 42,ASCII,6.4.2 MCS Message Display,AGVS,,187,TS_2_2,,,,,WW00,644,WW00284
WW00285,AGVS,MCS Message # 43,ASCII,6.4.2 MCS Message Display,AGVS,,188,TS_2_2,,,,,WW00,645,WW00285
WW00286,AGVS,MCS Message # 44,ASCII,6.4.2 MCS Message Display,AGVS,,189,TS_2_2,,,,,WW00,646,WW00286
WW00287,AGVS,MCS Message # 45,ASCII,6.4.2 MCS Message Display,AGVS,,190,TS_2_2,,,,,WW00,647,WW00287
WW00288,AGVS,MCS Message # 46,ASCII,6.4.2 MCS Message Display,AGVS,,191,TS_2_2,,,,,WW00,648,WW00288
WW00289,AGVS,MCS Message # 47,ASCII,6.4.2 MCS Message Display,AGVS,,192,TS_2_2,,,,,WW00,649,WW00289
WW0028A,AGVS,MCS Message # 48,ASCII,6.4.2 MCS Message Display,AGVS,,193,TS_2_2,,,,,WW00,650,WW0028A
WW0028B,AGVS,MCS Message # 49,ASCII,6.4.2 MCS Message Display,AGVS,,194,TS_2_2,,,,,WW00,651,WW0028B
WW0028C,AGVS,MCS Message # 50,ASCII,6.4.2 MCS Message Display,AGVS,,195,TS_2_2,,,,,WW00,652,WW0028C
WW0028D,AGVS,MCS Message # 51,ASCII,6.4.2 MCS Message Display,AGVS,,196,TS_2_2,,,,,WW00,653,WW0028D
WW0028E,AGVS,MCS Message # 52,ASCII,6.4.2 MCS Message Display,AGVS,,197,TS_2_2,,,,,WW00,654,WW0028E
